node_1|node_2|edge|chunk_id
phụ lục hợp đồng lao động|hợp đồng lao động|Phụ lục hợp đồng lao động quy định chi tiết, sửa đổi, bổ sung một số điều, khoản của hợp đồng lao động nhưng không được sửa đổi thời hạn của hợp đồng lao động. Trường hợp phụ lục hợp đồng lao động quy định chi tiết một số điều, khoản của hợp đồng lao động mà dẫn đến cách hiểu khác với hợp đồng lao động thì thực hiện theo nội dung của hợp đồng lao động. Trường hợp phụ lục hợp đồng lao động sửa đổi, bổ sung một số điều, khoản của hợp đồng lao động thì phải ghi rõ nội dung điều, khoản sửa đổi, bổ sung và thời điểm có hiệu lực.|055e3db536b04380bf939cf3c8247a2c
thử việc|người sử dụng lao động|Người sử dụng lao động và người lao động có thể thỏa thuận nội dung thử việc ghi trong hợp đồng lao động|ee4054aee9a04e1bb58592fcde771e0c
thử việc|người lao động|Người sử dụng lao động và người lao động có thể thỏa thuận nội dung thử việc ghi trong hợp đồng lao động|ee4054aee9a04e1bb58592fcde771e0c
hợp đồng thử việc|người lao động|Nội dung thử việc ghi trong hợp đồng lao động|ee4054aee9a04e1bb58592fcde771e0c
hợp đồng thử việc|thời gian thử việc|Nội dung chủ yếu của hợp đồng thử việc gồm thời gian thử việc và nội dung quy định|ee4054aee9a04e1bb58592fcde771e0c
hợp đồng thử việc|điều 21 của bộ luật|Nội dung chủ yếu của hợp đồng thử việc gồm thời gian thử việc và nội dung quy định tại các điểm|ee4054aee9a04e1bb58592fcde771e0c
người lao động|điều 21 của bộ luật|Nội dung chủ yếu của hợp đồng thử việc gồm thời gian thử việc và nội dung quy định tại các điểm|ee4054aee9a04e1bb58592fcde771e0c
thử việc|người lao động|Không áp dụng thử việc đối với người lao động giao kết hợp đồng lao động có thời hạn dưới 01 tháng|ee4054aee9a04e1bb58592fcde771e0c
thời gian thử việc|hai bên|Thời gian thử việc do hai bên thỏa thuận căn cứ vào tính chất và mức độ phức tạp của công việc|ee4054aee9a04e1bb58592fcde771e0c
thời gian thử việc|công việc|Thời gian thử việc do hai bên thỏa thuận căn cứ vào tính chất và mức độ phức tạp của công việc|ee4054aee9a04e1bb58592fcde771e0c
tiền lương|người lao động|Tiền lương của người lao động|15e3f975ba19426cbc24723ead71e50b
tiền lương|thời gian thử việc|Tiền lương trong thời gian thử việc|15e3f975ba19426cbc24723ead71e50b
người lao động|thời gian thử việc|Người lao động trong thời gian thử việc|15e3f975ba19426cbc24723ead71e50b
thời gian thử việc|hai bên|Thời gian thử việc do hai bên thỏa thuận|15e3f975ba19426cbc24723ead71e50b
thời gian thử việc|mức lương của công việc|Mức lương của công việc đó|15e3f975ba19426cbc24723ead71e50b
thời gian thử việc|người sử dụng lao động|Khi kết thúc thời gian thử việc, người sử dụng lao động phải thông báo kết quả thử việc cho người lao động.|e75e5f8962a74f88aee7e8a4375df1cb
thời gian thử việc|hợp đồng lao động|Trường hợp thử việc đạt yêu cầu thì người sử dụng lao động tiếp tục thực hiện hợp đồng lao động đã giao kết đối với trường hợp thỏa thuận thử việc trong hợp đồng lao động hoặc phải giao kết hợp đồng lao động đối với trường hợp giao kết hợp đồng thử việc.|e75e5f8962a74f88aee7e8a4375df1cb
thời gian thử việc|hợp đồng lao động|Trường hợp thử việc không đạt yêu cầu thì chấm dứt hợp đồng lao động đã giao kết hoặc hợp đồng thử việc.|e75e5f8962a74f88aee7e8a4375df1cb
thời gian thử việc|người lao động|Trong thời gian thử việc, mỗi bên có quyền hủy bỏ hợp đồng thử việc hoặc hợp đồng lao động đã giao kết mà không cần báo trước và không phải bồi thường.|e75e5f8962a74f88aee7e8a4375df1cb
hợp đồng lao động|người lao động|Công việc theo hợp đồng lao động phải do người lao động đã giao kết hợp đồng thực hiện.|e75e5f8962a74f88aee7e8a4375df1cb
hợp đồng lao động|địa điểm làm việc|Địa điểm làm việc được thực hiện theo hợp đồng lao động, trừ trường hợp hai bên có thỏa thuận khác.|e75e5f8962a74f88aee7e8a4375df1cb
hợp đồng lao động|chuyển người lao động|Khi gặp khó khăn đột xuất do thiên tai, hỏa hoạn, dịch bệnh nguy hiểm, áp dụng biện pháp ngăn ngừa, khắc phục tai nạn lao động, bệnh nghề nghiệp, sự cố điện, nước hoặc do nhu cầu sản xuất, kinh doanh thì người sử dụng lao động được quyền tạm thời chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không được quá 60 ngày làm việc cộng dồn trong 01 năm; trường hợp chuyển người lao động làm công việc khác so với hợp đồng lao động quá 60 ngày làm việc cộng dồn trong 01 năm thì chỉ được thực hiện khi người lao động đồng ý bằng văn bản.|e75e5f8962a74f88aee7e8a4375df1cb
hợp đồng lao động|chuyển người lao động|Khi tạm thời chuyển người lao động làm công việc khác so với hợp đồng lao động quy định tại khoản 1 Điều này, người sử dụng lao động phải báo cho người lao động biết trước ít nhất 03 ngày làm việc, thông báo rõ thời hạn làm tạm thời và bố trí công việc phù hợp với sức khỏe, giới tính của người lao động.|e75e5f8962a74f88aee7e8a4375df1cb
hợp đồng lao động|chuyển người lao động|Người lao động chuyển sang làm công việc khác so với hợp đồng lao động được trả lương theo công việc mới.|e75e5f8962a74f88aee7e8a4375df1cb
hợp đồng lao động|chuyển người lao động|Nếu tiền lương của công việc mới thấp hơn tiền lương của công việc cũ thì được giữ nguyên tiền lương của công việc cũ trong thời hạn 30 ngày làm việc.|e75e5f8962a74f88aee7e8a4375df1cb
hợp đồng lao động|chuyển người lao động|Tiền lương theo công việc mới ít nhất phải bằng 85% tiền lương của công việc cũ nhưng không thấp hơn mức lương tối thiểu.|e75e5f8962a74f88aee7e8a4375df1cb
tạm hoãn thực hiện hợp đồng lao động|người lao động|Tạm hoãn thực hiện hợp đồng lao động bao gồm các trường hợp đối với người lao động như nghĩa vụ quân sự, tạm giữ theo quy định pháp luật về tố tụng hình sự, phải chấp hành quyết định áp dụng biện pháp đưa vào trường giáo dưỡng, cơ sở cai nghiện bắt buộc, lão động nữ mang thai, được bổ nhiệm làm người quản lý, ủy quyền để thực hiện quyền trách nhiệm của đại diện chủ sở hữu nhà nước, được ủy quyền để thực hiện quyền trách nhiệm của doanh nghiệp, trường hợp khác do hai bên thỏa thuận.|5171253714e0445888061a94cf6ead1e
tạm hoãn thực hiện hợp đồng lao động|pháp luật|Trong thời gian tạm hoãn thực hiện hợp đồng lao động, người lao động không được hưởng lương và quyền, lợi ích đã giao kết trong hợp đồng lao động, trừ trường hợp hai bên có thỏa thuận hoặc pháp luật có quy định khác.|5171253714e0445888061a94cf6ead1e
người lao động|nghĩa vụ quân sự|Người lao động thực hiện nghĩa vụ quân sự là một trong các trường hợp tạm hoãn thực hiện hợp đồng lao động.|5171253714e0445888061a94cf6ead1e
người lao động|tạm giữ|Người lao động bị tạm giữ là một trong các trường hợp tạm hoãn thực hiện hợp đồng lao động theo quy định của pháp luật về tố tụng hình sự.|5171253714e0445888061a94cf6ead1e
người lao động|lão động nữ mang thai|Lao động nữ mang thai theo quy định tại Điều 138 của Bộ luật này là một trong các trường hợp tạm hoãn thực hiện hợp đồng lao động.|5171253714e0445888061a94cf6ead1e
người lao động|bổ nhiệm làm người quản lý|Người lao động được bổ nhiệm làm người quản lý doanh nghiệp của công ty trách nhiệm hữu hạn một thành viên là một trong các trường hợp tạm hoãn thực hiện hợp đồng lao động.|5171253714e0445888061a94cf6ead1e
người lao động|ủy quyền|Người lao động được ủy quyền để thực hiện quyền, trách nhiệm của đại diện chủ sở hữu nhà nước đối với phần vốn nhà nước tại doanh nghiệp hoặc để thực hiện quyền, trách nhiệm của doanh nghiệp đối với phần vốn của doanh nghiệp đầu tư tại doanh nghiệp khác là một trong các trường hợp tạm hoãn thực hiện hợp đồng lao động.|5171253714e0445888061a94cf6ead1e
người lao động|làm việc không trọn thời gian|Người lao động làm việc không trọn thời gian là người lao động có thời gian làm việc ngắn hơn so với thời gian làm việc bình thường theo ngày hoặc theo tuần hoặc theo tháng được quy định trong pháp luật về lao động, thỏa ước lao động tập thể hoặc nội quy lao động.|8777fd5e6a7e45d0aea308fb21e7726d
người lao động|hợp đồng lao động|Người lao động thỏa thuận với người sử dụng lao động làm việc không trọn thời gian khi giao kết hợp đồng lao động.|8777fd5e6a7e45d0aea308fb21e7726d
làm việc không trọn thời gian|lương|Người lao động làm việc không trọn thời gian được hưởng lương.|8777fd5e6a7e45d0aea308fb21e7726d
làm việc không trọn thời gian|bình đẳng|Người lao động làm việc không trọn thời gian bình đẳng trong thực hiện quyền và nghĩa vụ với người lao động làm việc trọn thời gian; bình đẳng về cơ hội, không bị phân biệt đối xử, bảo đảm an toàn, vệ sinh lao động.|8777fd5e6a7e45d0aea308fb21e7726d
hợp đồng lao động|sửa đổi, bổ sung|hợp đồng lao động có thể được sửa đổi, bổ sung theo quy định. Việc sửa đổi, bổ sung cần thông báo trước ít nhất 03 ngày làm việc và có thể thông qua việc ký kết phụ lục hợp đồng lao động hoặc giao kết hợp đồng lao động mới.|a74b981d0da6441ea5ca5edc8f4034fe
hợp đồng lao động|chấm dứt|hợp đồng lao động có các trường hợp chấm dứt, trong đó có hết hạn hợp đồng lao động và các trường hợp khác.|a74b981d0da6441ea5ca5edc8f4034fe
công việc|hợp đồng lao động|đã hoàn thành theo|61a720a6919f423a8efdcb704a339fd6
hợp đồng lao động|hai bên|chấm dứt bởi thỏa thuận|61a720a6919f423a8efdcb704a339fd6
bộ luật tố tụng hình sự|điều 328|is defined by|4907a0bf5ad748feb5910271c14dc859
người lao động|kết án phạt tù|has_condition|4907a0bf5ad748feb5910271c14dc859
kết án phạt tù|án treo|excludes|4907a0bf5ad748feb5910271c14dc859
kết án phạt tù|không thuộc trường hợp được trả tự do|excludes|4907a0bf5ad748feb5910271c14dc859
kết án phạt tù|tử hình|excludes|4907a0bf5ad748feb5910271c14dc859
kết án phạt tù|bị cấm làm công việc ghi trong hợp đồng lao động|has_condition|4907a0bf5ad748feb5910271c14dc859
hợp đồng lao động|bản án|has_clause|4907a0bf5ad748feb5910271c14dc859
hợp đồng lao động|quyết định của tòa án đã có hiệu lực pháp luật|has_clause|4907a0bf5ad748feb5910271c14dc859
